,0
1415,Arterial embolectomy catheters of poly(vinyl chloride)
1416,Thermodilution catheters of poly(vinyl chloride)
1417,Peripheral intravenous catheters  of poliuretano
1418,"Other probes, catheters and stems"
1419,Lancets for vaccination and cauterising
1420,"Oth.syringes,needles,catheters,etc.similar instruments"
1421,"Article f/arteriovenous fistula,comp.needle,base,etc."
1422,"Oth.syringes,needles,catheters,etc.similar instruments"
1423,"Dental drill engines,incl.other dental equipment"
1424,"Dental drill engines, of tungsten carbide"
1425,"Dental drill engines, of vanadium steel"
1426,"Dental drill engines, of other material"
1427,Files for dentistry
1428,Operating by laser apparatus for use in the mouth
1429,Operat.by kinetic part.projection f/use in the mouth
1430,"Appar.f/build.ceramic parts f/dental use,computadorized"
1431,Other instruments and appliances for dentistry
1432,Other ophthalmic instruments and appliances
1433,"Other tv cameras, for imag. within infrav. spectr."
1434,Other television cameras
1435,Fix. imag. video camera with 3 or more imag. pickup (captivators)
1436,"Other video cameras, for imag. within infrav. spectr."
1437,Other video cameras of fixed images
1438,Radar apparatus
1439,Radio navigational apparatus
1440,Radio remote control apparatus
1441,Pocket-size radio cassette-players
1442,Oth.apar. combined w/apar.for rec. or playback of sound
1443,"Oth.recep.appar.radio-broad.comb.cass.players, pile/elec"
1444,Oth.recep.appar.radio comb.cass.players/recor.pile/elec
1445,"Recep.appar.radio comb.cass.players/casset.recor.pile,"
1446,"Discs for read.by laser, can be writ.only time"
1447,Other support. prep./sound record./similar
1448,"Writ. disc,for laser read., only sound reprod."
1449,"Discs for laser system, for dif.reprod. of sound/image"
1450,Other discs for  read. by laser system
1451,"Discs for reading system by laser, recorded only once"
1452,Other discs for reading system by laser
1453,"Flight data recorders, without device of sound reproduct"
1454,"Oth.sound recording appar., without device sound reprod"
1455,"Oth.sound recording appar., with device sound reproduc."
1456,Recording-reprod.of magnetic tape-type without tuner
1457,"Video recording/reproducing appar.f/casset.type, w=12mm"
1458,Oth.video record./reprod.appar.magn.tape-type w<19.05mm
1459,Oth.video recor./reprod.appar.magn.tape-type w>=19.05mm
1460,"Record./reproduc.and image/sound editor, magnetic disks"
1461,Other video recording or reproducing apparatus
1462,Pick-up cartridges f/recording or reproducing apparatus
1463,Needles with points of precious ston.f/reproduc.appar.
1464,Cabinets f/recording/reproducing apparatus
1465,Other multilayer integrated circuit
1466,"Fuses/cut-circuit of fuses, f/tension>1000volts"
1467,"Autom.circ.break.f/tens.sup.1 kv and less than 72, 5 kv"
1468,"Oth.autom.circ.break.f/tension equal or super.72, 5 kv"
1469,"Isol.swit./make-and-break sw.t>1kv, current<=1600a, n/aut"
1470,"Isol.swit./make-and-break sw.t>1kv, current<=1600a, aut"
1471,Vacuum swifts without autom. activ. device <=1600a
1472,Other swifts with no autom. activ. device <=1600a
1473,"Other swifts , except.contain. submerg. in liquid<=1600a"
1474,"Ot.isol.swit./make-and-break sw.t>1kv, current<=1600a"
1475,"Isol.swit./make-and-break sw.t>1kvcurrent>1600a, n/aut"
1476,"Isol.swit./make-and-break sw.t>1kv, current>1600a, aut"
1477,Vacuum swifts without autom. activ. device >1600a
1478,Other swifts with no autom. activ. device >1600a
1479,"Other swifts , except.contain. submerg. in liquid>1600a"
1480,Insulating fittings of plastics f/mach.appar.elect.inst
1481,"Stoppers f/capacitors,perfor.f/mount.electr.terminals"
1482,Oth.insul.fittings of plastics f/mach.appar.elect.inst
1483,Oth.insulat.fittings of tubes f/mach.appar.elect.inst
1484,"Waste/scrap of electric accumulators of lead,etc."
1485,"Waste/scrap of primary cells/elec.primary batteries,etc"
1486,Parts electric of other machines and apparatus
1487,Thermocouples used in thermoelectric gas devices
1488,Parts of other electrical machinery and apparatus
1489,Rail locomot.powered from an exter.source of electr.
1490,"Rail locomotives, of electric accumulators"
1491,Diesel-electric locomotives
1492,Other rail locomotives and locomotive tenders
1493,"Self-propelled,powered from an exter.source of elec."
1494,Other self-propelled
1495,Vehicles f/inspection/maintenance of railway/similar
1496,"Self-propelled vehicles,ballast tampers,railway alig."
1497,Outras cameras fotog p/ prep cliches/cilindros impressa
1498,"Photog.cameras f/recording documents on microfilm,etc"
1499,"Phot.cam.designed f/a kind used f/underwater,aerial,etc"
1500,Instant print photographic cameras
1501,"Phot.cam.with through-the-lens view.f/roll film,w<=35mm"
1502,"Other photographic cameras f/roll film,w<35mm"
1503,"Fixed focus photographic cameras,f/roll film,w=35mm"
1504,"Adjustable focus photograph.cameras,f/roll film,w=35mm"
1505,Other fixed focus photographic cameras
1506,Other adjustable focus photographic cameras
1507,"Adjustable focus photogr.cameras,f/negatives>=45mmx60mm"
1508,Other adjustable focus photographic cameras
1509,Discharge tube apparatus f/production of flashlight
1510,"Flashbulbs,flashcubes and the like f/picture"
1511,Other apparatus and devices for picture
1512,Cases for photographic apparatus
1513,Frames and bases f/recording/reproducing apparatus
1514,"Magnetic sound readers, f/recording/reproducing apparat."
1515,"Disc turning mech.incor.disc changers, f/reprod.apparat."
1516,Oth.parts and access.f/recording/reproducing apparatus
1517,Discs by laser reading for reproducing sound only
1518,Connectors of bunches or cables of optic fibers
1519,"Connectors f/flat cables parallel conductors, t<=1kv"
1520,"Sliding sockets for aerial conductors, t<=1kv"
1521,"Sockets f/electronic microstructures,f/tension<=1kv"
1522,"Connectors for printed circuits,f/tension<=1kv"
1523,"Connectors for printed circuits,incl.mount.insul.backin"
1524,"Oth.appar.f/interruption,etc.f/elect.circuits t<=1kv"
1525,"Support with apparatus of cnc,t<=1kv,c/proc/bus>=32bits"
1526,"Oth.boards,panels,etc.with appar.com.num.comp.t<=1kv"
1527,"Boards with programmable control apparatus,t<=1kv"
1528,Boards with control of elect.power demand appar.t<=1kv
1529,"Oth.boards,etc.with elect.circuit switches appar.t<=1kv"
1530,"Boards,etc.with elect.circuit switches appar.t>1kv"
1531,"Substacoes isoladas a gas(""gis"" ou ""his""),p/tensao>52kv"
1532,Brakes and parts thereof of vehicles f/railway
1533,"Other brakes and parts thereof,of vehicles f/railway"
1534,"Hooks,buffers,etc.of vehicles f/railway"
1535,Othter parts of locomotives
1536,Other parts of vehicles f/railway
1537,"Signalling mechanical apparatus f/railway,etc."
1538,"Signalling electro-mechanical apparatus f/railway,etc."
1539,Fixed material of railway/similar and its parts
1540,"Containers includ.the transport of fluids,etc."
1541,Pedestrian-controlled tractors
1542,Road tractors for semi-trailer
1543,Log-skidding tractors
1544,Other tractors
1545,"Motor vehicles f/transp.>=10 persons,with diesel engine"
1546,Trolleybuses for the transport >= 10 person
1547,Other motor vehicles for the transport>=10 person
1548,Appar.f/indirec.reprod.of photocopy monochrom.electr.
1549,"Oth.photocopying appar.,electr.(indirec.proces.)"
1550,"Photocopying apparatus,incorporating an optical system"
1551,"Photocopying apparatus,of the contact type"
1552,Thermo-copying apparatus
1553,Cylinder covered of selenium f/photoc.appar.ind.reprod.
1554,Parts and access.f/oth.photoc.appar./thermo-copying
1555,Automatic document feeders f/photocopyng apparatus
1556,Paper feeders f/photocopyng apparatus
1557,Sorters f/photocopyng apparatus
1558,Cylinder covered semiconduc.mater.f/photocop.apparatus
1559,Oth.parts of access.f/photocopying apparatus
1560,Tanks/trays autom.electr.program.f/developing photogr.
1561,Enlarging and printing mach.autom.f/phot.paper>1000c/h
1562,"Other appar./equipment f/autom.devel.photographic,etc"
1563,Direct write-on-wafer apparatus
1564,Step and repeat aligners
1565,Discs for uses other than reproducing sound and image
1566,Other optical media
1567,No-volatile data-storage based on semiconductors
1568,Memory cards
1569,Other devices of no-volatile data-storage
1570,Smart cards
1571,Cards and labels of activated for approach
1572,Other support. prep./sound record./similar
1573,Oth.unrecorded media f/sound recording/similar
1574,Discs f/laser read.syst.which may be record.once(cd-r)
1575,Oth.prepar.unrecorded media f/sound recording/similar
1576,"Gramophone records, recorded"
1577,"Record.disks f/laser reading, of difer.phen.sound/image"
1578,"Record.disks f/laser reading, reproducing sound only"
1579,"Other recorded disks, for laser reading"
1580,"Magnetic tapes recorded, f/reprod.dif.phen.sound/image"
1581,"Magnetic tapes recorded, w<=4mm, in cartridges/cassettes"
1582,"Other magnetic tapes recorded, w<=4mm"
1583,"Cabinets, backstages and  framework f/transm./rec. appar."
1584,Recorders/select.for autom. central of telef. etc.
1585,Other parts for appar./equip. of teleph./telegr.
1586,"Oth.telephonic or telegraphic apparatus, telecommunic."
1587,Apparatus of administration of nets (tmn)
1588,Centralizing of lines of subscribers
1589,Centralizing digital circuits (dcme)
1590,Oth.telephonic/telegraphic electr.centralizing
1591,Oth.electrical apparatus f/telephony/telegraphy
1592,"Parts of electrical signalling appar.etc.f/railways, etc"
1593,Fire-alarms and overheating alarms
1594,"Other electric alarms, f/protect.against robbery"
1595,Dolls activated by mechanism of rope or electric
1596,"Other puppets, even dressed"
1597,Other parts and accessories for dolls
1598,"Filled toys repres.animals, no hum. criatu."
1599,"Other toys repres.animals, no hum. criatu."
1600,Return before DI (definitive export)
1601,Gas spark plug
1602,Other apparatus f/protec.electr.circuits f/tension<=1kv
1603,Sinkers
1604,"Needles, etc.used in forming stitches"
1605,"Cathode-ray oscilloscopes,digital"
1606,"Analogical cathode-ray oscilloscopes,frequency>=60mhz"
1607,Vectorscope (analogical cathode-ray oscilloscopes)
1608,Other analogical cathode-ray oscilloscopes
1609,Cathode-ray oscillographs
1610,Multimeters without recording device
1611,Multimeters with recording device
1612,Digital voltmeters
1613,Any other voltmeters
1614,Ammeters without recording device f/motor vehicles
1615,Other ammeters without recording device
1616,Mixtures containing trimethylbenzenes and ethyltoluenes as major constituents
1617,"Yarn of viscose rayon   crushed or bleached, single, twist<=120turns/meter"
1618,"Others Yarn of viscose rayon, single, twist<=120turns/meter"
1619,Sevoflurane
1620,Cetyl alcohol (industrial fatty alcohols)
1621,Sevoflurane
1622,"Magnetic tape-type n/recorded w<=4mm, in cassettes"
1623,Other magnetic tape-type n/recorded w<=4mm
1624,Magnetic tape-type n/recorded 4mm<w<=6.5mm
1625,"Magnetic tape-type n/record.6.5<w<=50.8mm, on reels/cas."
1626,"Magnetic tape-type w>6.5mm, on cassettes, f/video record."
1627,Oth.magnetic tape-type n/recorded w>6.5mm
1628,Magnetic discs n/recording f/units of hard disks
1629,Other magnetic discs not recorded
1630,"Cards incorporating a magnetic stripe, not recorded"
1631,"Cards incorporating a magnetic stripe, recorded"
1632,Magnetic discs n/recording f/units of hard disks
1633,Other magnetic discs no recorded
1634,"Magnetic tape-type n/recorded w<=4mm, in cassettes"
1635,Magnetic tape-type n/recorded 4mm<w<=6.5mm
1636,"Ot.isol.swit./make-and-break sw.t>1kv, current>1600a"
1637,"Lightning arres.f/protec.elec.transm.lines, t>1kv"
1638,Voltage limiters/surge suppressors electr.t>1kv
1639,"Oth.appar.f/interruption, etc.of electric circuits t>1kv"
1640,"Fuses and cut-cicuits of fuses, f/tension<=1kv"
1641,Automatic circuit breakers f/tension<=1kv
1642,Other apparatus f/protec.electr.circuits f/tension<=1kv
1643,Relays for tension <= 60volts
1644,"Other relays, 60volts<tension<=1000volts"
1645,"Switching units converters f/satel.telec.system, t<=1kv"
1646,High-power amplifier switc.units f/satel.telecom.t<=1kv
1647,"Digital encoder-switches, f/mounting in printed circuit"
1648,"Other switches, etc.of electrical circuit f/tens.<=1kv"
1649,"Lamp-holders, for tension <= 1 kv"
1650,"Sockets, polarized and armoured, for tension<=1kv"
1651,"Other socket of current, for tension <= 1 kv"
1652,"Oth.vehicles f/inspection/maintenance of railway,etc."
1653,Passengers wagons for railway/similar
1654,"Luggage vans,post office coaches,etc.f/railway"
1655,Tank wagons/similar f/transp.goods by railway
1656,"Insulated or refrigerated vans and wagons,etc.f/railway"
1657,Autom.self-discharging wagons f/trans.goods by railway
1658,Covered and closed wagons f/trans.goods by railway
1659,"Open/non-remov.sides wagons,height>60cm f/railway"
1660,Other wagons f/transporting goods by railway
1661,Bogies of vehicles traction for railway
1662,Bissel-bogies of vehicles traction for railway/similar
1663,Oth.bogies and bissel-bog.of vehic.traction f/railway
1664,Bearing boxes of vehicles f/railway
1665,"Bear.boxes c/ext.diam.>190mm,f/wheels axi ofrailw.wagon"
1666,Other bearing boxes of vehicles for railway
1667,"Axis,wheels and parts thereof of vehicles f/railway"
1668,Other parts and accessories f/photographic apparatus
1669,Other parts and acces.f/picture apparatus and devices
1670,Cameras
1671,Cinematog.cameras f/ film of w<16mm or f/double 8mm
1672,Other cinematographic cameras
1673,"Cinematographic projectors,f/film of w<16mm"
1674,"Projectors for movies, width >=35 mm, but <=70 mm"
1675,Other cinematographic projectors
1676,Oth.cinematog.projectors f/film 35mm<=w<=70mm
1677,Other cinematographic projectors
1678,Parts and accessories for cinematographic camaras
1679,Parts of access.f/cinematographic projectors
1680,Slide projectors
1681,Microfilm readers
1682,"Microfiche readers/other microform,etc."
1683,Other image projectors
1684,Photographic (oth.than cinemat.)enlargers and reducers
1685,Projectors and apparatus for enlarging or reducing
1686,"Parts and access.f/image projectors,etc"
1687,"Appar.f/repr.original image direc.onto copy,electr."
1688,"Magnetic tapes-type n/record. w<50.8mm, on reels/cas."
1689,Magnetic tapes  cassette  for video rec. w>6.5mm
1690,"Other magnetic tapes, no recorded"
1691,Magnetic tapes for reprod.dif.of sound./record.imag.
1692,Contact lenses
1693,Spectacle lenses of glasses
1694,Spectacle lenses of other materials
1695,"Other lenses, not mounted"
1696,"Prisms,mirrors and other optical elements, not mounted"
1697,"Mounted object.lenses,f/photog.cameras or f/project.etc"
1698,Coin- or token-operated record-players
1699,Coin- or token-operated record-players
1700,Record-players without loudspeaker
1701,Other record-players
1702,Turntables without devices to amplify sound
1703,Turntables with automatic exchanging  of disks
1704,Other turntables
1705,Transcribing mach.without dispos.of sound recording
1706,Telephone answering machines
1707,"Sound reproduc.appar./equip., with laser optical readin.system"
1708,Sound recorders for aircraft cabin
1709,"Other recorders with magnet.suppor., without device sound reprod"
1710,Other appar./equip. of sound record./reprod.
1711,Pocket-size cassette-players
1712,Other cassette-players
1713,"Sound reproduc.appar., with laser optical readin.system"
1714,Other apparatus for sound reproduction
1715,Dictating mac.with disp.of sound recor.ext.source power
1716,Telephone answering machines
1717,"Oth.electric.resistors, variable, n/lineal semiconductors"
1718,"Potentiom.of coal, used in system of fuel injection"
1719,Other potentiometers of coal
1720,"Other electrical resistors, variable"
1721,Parts of electrical resistors
1722,Printed circuits
1723,Ci simples face rig.c/isolante res.fenol./papel celulos
1724,Ci simples face rig.c/isolante res.epoxi./papel celulos
1725,Ci simples face rig.c/isolante res.expox./tec.fib.vidro
1726,"Other integrated circuits single face, hard"
1727,"Integrated circuit single-sided, flexible"
1728,Ci dupla face rig.c/isolante res.fenol./papel celulos
1729,Ci dupla face rig.c/isolante res.epoxi./papel celulos
1730,Ci dupla face rig.c/isolante res.epoxi./tec.fib.vidro
1731,"Other integrated circuits of double-sided, rigid"
1732,"Integrated circuit double face, flexible"
1733,Ci multicamada c/ isolante res.epoxida/tec fibra vidro
1734,Other electric conductors f/tension>1000v
1735,Optical fibre cables ext.coated dielectric material
1736,Optical fibre cables ext.coated steel f/submarine
1737,Optical fibre cables externally coated with aluminium
1738,Other optical fibre cables
1739,Carbon electrodes of a kind used for furnaces
1740,"Graphite electrodes,contain.carbon>=99.9%f/electr.use"
1741,Blocos grafite tipos utiliz c/ catodos em cubas eletrol
1742,"Other carbon electrodes, for electric use"
1743,"Carbon brushes, for electric use"
1744,Electrics battery carbons
1745,"Heating resistors,n/coated or fitted with terminals"
1746,"Connection bases for electrodes (""nipples"")"
1747,Oth.carbon and articles of graphite/carbon f/electr.use
1748,Glass insulators for electric use
1749,Ceramics insulators for electric use
1750,Other mixtures of aromatic hydrocarbons
1751,Outs quadros etc.c/apar interrup circuito eletr t>52kv
1752,"Boards,panels,etc.without elect.circuit switches appar."
1753,Mounted printed circuits f/elec.circuit switches appar.
1754,Oth.parts f/switches appar.elec.circuit protection
1755,Oth.parts f/elec.circuit switches apparatus
1756,"Sealed beam lamp units,f/tension<=15v"
1757,Other sealed beam lamp units
1758,"Lamps/halogenic incandescent tubes,of tungsten,t<=15v"
1759,"Other lamps/halogenic incandescent tubes,of tungsten"
1760,"Other lamps/incandesc.tubes pot<=200w,t>100v"
1761,Other lamps/incandesc.tubest<=15v
1762,Other lamps/incandesc.tubes
1763,"Lamps/tubes discharge,fluorescent,hot cathode"
1764,"Mercury/sodium vapour lamps, metal halide lamps"
1765,Other lamps/tubes discharge
1766,Arc-lamps
1767,Arc lamps with power => 1000w
1768,"Motor vehicles desig.f/travel.on snow,golf cars,etc"
1769,"Automobiles with motor explosion,cyl<=1000cm3"
1770,"Autom.with motor explosion,1000<cm3<=1500,up to 6 pass"
1771,"Autom.with motor explos.1000<cm3<=1500,more than 6 pass"
1772,"Autom.with motor explosion,1500<cm3<=3000,up to 6 pass"
1773,"Autom.with motor explos.1500<cm3<=3000,more than 6 pass"
1774,"Autom.with motor explosion,cm3>3000,up to 6 passengers"
1775,"Autom.with motor explos.cm3>3000,more than 6 passengers"
1776,"Autom.with diesel engine,cm3<=1500,up to 6 passengers"
1777,"Autom.with diesel engine cm3<=1500,more than 6 passen."
1778,"Autom.with diesel engine,1500<cm3<=2500,up to 6 passen."
1779,"Autom.with diesel engine,1500<cm3<=2500,more than 6 pas"
1780,"Autom.with diesel engine,cm3>2500,up to 6 passengers"
1781,"Autom.with diesel engine,cm3>2500,more than 6 passeng."
1782,"Oth.passengers automobiles,incl.of mixed use,etc."
1783,"Oth.appar.f/projection,etc of circuits patterns,etc."
1784,Proc.equipment f/electronic treatment of images
1785,Apar p/ revel autom chapas de fotopol c/ suport metalic
1786,Oth.appar.and equip.f/photog.(incl.cinem.)labor.etc.
1787,Projection screens f/photographic/cinematographic
1788,"Parts and access.f/autom.developed photographic,etc"
1789,"Parts and access.f/autom.developed photographic,etc"
1790,Microscopes for photomicrography
1791,Microscopes for cinephotomicrography
1792,Microscopes for microprojection
1793,Binocular microscopes with mobile specimen stage
1794,Other optical microscopes
1795,"Parts of access.f/microscopes for photomicrography,etc"
1796,Parts and accessories for optical microscopes
1797,Electronic microscopes
1798,Other microscopes and diffraction
1799,Parts and accessories for electronic microscopes
1800,Parts and access.f/oth.microscopes and diffraction
1801,"Other magnetic tapes recorded, 4mm<w<=6.5mm"
1802,"Other magnetic tapes recorded, w>6.5mm"
1803,"Cards incorporating a magnetic stripe, recorded"
1804,Oth.prepar.recorded media f/reprod.dif.phen.sound/image
1805,"Oth.prepar.recorded media f/sound recording/similar, etc"
1806,Transmis.appar.f/radio-telephony or radio-telegraphy
1807,"Am radium, pot>10kw, cod.modul../wid.pulse, transmis.appar"
1808,"Fm radium, with output stage, pot>10kw, transmis.appar."
1809,Other transmission apparatus of radio-broadcasting
1810,"Transmission apparatus of television, frequency>7ghz"
1811,"Transmis.appar.of televis., band uhf 2/2.7ghz, 10w<p<100w"
1812,"Transmis.appar.of television, band uhf, pot>10kw"
1813,"Transmis.appar.of television, band vhf, pot>=20kw"
1814,Other transmission apparatus of television
1815,Transm.appar./recep.satellite telecom.f/station terres.
1816,Transm.appar./recep.satellite telecom.f/stations vsat
1817,Other arc lamps
1818,Lamps/ultraviolet or infrared tubes of rays
1819,Other mounted circuits
1820,"Hybrid.integrat.circuit. thick.<1micron, freq>800mhz"
1821,Other hybrid. integrat. circuit. thick<=1 micron
1822,"Other monolithic integrated circuits,no mounted"
1823,"Monolithic integrated circuits,""chipset"", mounted smd"
1824,Other monolithic integr.circuits
1825,"Other monolithic integr.circuits ""chipset"""
1826,Other monolithic integr.circuits dig.
1827,"Hybrid integrated circuit,thickness of layer<=1micron"
1828,Oth.cycles with recip.int.comb.pist.eng.50<cyl<=250cm3
1829,Motorcyc.etc.with recip.int.comb.pist.eng.250<c<=500cm3
1830,Motorcyc.etc.with recip.int.comb.pist.eng.500<c<=800cm3
1831,"Motorcycles,etc.with recip.int.comb.pist.eng.cyl>800cm3"
1832,Oth.motorcyc./cycles with auxil.motor of lateral cars
1833,Bikes without engine
1834,"Other cycles without engine, including tricycles"
1835,"Carriages for disabled,etc.n/mechanically propelled"
1836,Other carriages for disabled and other vehicles
1837,Parts and accessories of motorcycles (including mopeds)
1838,"Magnetic tapes type cassette/cartridges w<4mm, record."
1839,"Magnetic tapes, w>6.5mm,record."
1840,"Magnetic tapes, w>4mm, <6.5mm,record."
1841,"Other discs,tapes,suport. for sound record.,without record."
1842,"Cards incorporating a magnetic stripe, no recorded"
1843,"Electrodes f/lamps/electron.tubes of incandescence,etc"
1844,"Bases f/lamps/electron.tubes of incandescence,etc"
1845,"Oth.parts f/lamps/electron.tubes of incandescence,etc"
1846,"Cathode-ray tubes f/receivers of colour television,etc"
1847,"Cathode-ray tubes f/receivers black/white telev.,etc"
1848,"Tubes f/cameras of black/white television,etc"
1849,Other tubes for cameras of television
1850,"Converters tubes/image intensifiers,of rays x"
1851,"Other converters tubes/image intensifiers,etc."
1852,"Data/graphic display tubes,colour,phosphor screen"
1853,"Data/graphic display tubes,black/white,scr<33,56cm(14"")"
1854,"Data/graphic display tubes,black/white,scr>=33,56cm(14"""
1855,Oth.cathode-ray tubes
1856,Other cathode-ray tubes
1857,"Tubes for microwaves, magnetrons"
